OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
6884,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151713
6885,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151713
6886,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151713
6887,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151713
6888,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151713
6889,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,DP17-086580
6890,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,DP17-086580
6891,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,DP17-086580
6892,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,DP17-086580
6893,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,DP17-086580
6894,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151289
6895,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151289
6896,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Use of Force,Members shall not use more force than reasonably necessary,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151289
6897,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151289
6898,23295,Citizen Complaint,Warrant Service,CPCO (Formal),2017/08/03,12:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,ND DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,604,38th,Street,E,Indianapolis,13850,White,Female,48,3233,Black,Male,27,3,I172151289
6899,23302,Citizen Complaint,,CPCO (Informal),2017/09/30,11:57:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,10531,Washington,Street,E,Indianapolis,13852,Black,Female,41,2438,White,Male,53,18,17-693
6900,23302,Citizen Complaint,,CPCO (Informal),2017/09/30,11:57:00,OPERATIONS DIVISION,EAST DISTRICT,ED DAY SHIFT,ED DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,10531,Washington,Street,E,Indianapolis,13852,Black,Female,41,2438,White,Male,53,18,CAD
6901,23303,Citizen Complaint,,CPCO (Informal),2017/10/01,16:04:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Equipment and Uniforms,Members shall only use weapons in accordance with law/orders.,Exonerated,Incident Location,608,Woods Crossing,Drive,,Indianapolis,13853,Black,Male,51,3225,White,Male,30,3,17-690
6902,23393,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/06,07:10:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Sustained,Incident Location,535,West,Street,S,Indianapolis,13920,White,Female,50,1033,White,Female,61,40,17-694
6903,23393,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/06,07:10:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,CRASH INVESTIGATIONS SECTION,ACCIDENT INVESTIGATIONS UNIT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,535,West,Street,S,Indianapolis,13920,White,Female,50,1033,White,Female,61,40,17-694
6904,23445,Citizen Complaint,Investigation,CPCO (Informal),2017/09/30,01:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Neglect of Duty,Failure to secure property,Not Sustained,Incident Location,4200,Post,Road,N,Indianapolis,13950,Black,Female,26,3340,White,Male,29,2,17-695
6905,23445,Citizen Complaint,Investigation,CPCO (Informal),2017/09/30,01:30:00,OPERATIONS DIVISION,EAST DISTRICT,ED MIDDLE SHIFT,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Not Sustained,Incident Location,4200,Post,Road,N,Indianapolis,13950,Black,Female,26,3340,White,Male,29,2,17-695
6906,23448,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/09,18:30:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Exonerated,Incident Location,4551,Mooresville,Road,,Indianapolis,13952,White,Female,,1257,White,Male,47,19,17-696
6907,23448,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/09,18:30:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Citizen Interaction,"Rude, discourteous, or insulting language",Not Sustained,Incident Location,4551,Mooresville,Road,,Indianapolis,13952,White,Female,,1257,White,Male,47,19,17-696
6908,23448,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/09,18:30:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Substandard Performance,Members shall conform to established work standards to their rank/position.,Unfounded,Incident Location,4551,Mooresville,Road,,Indianapolis,13952,White,Female,,1257,White,Male,47,19,17-696
6909,23448,Citizen Complaint,Call For Service,CPCO (Informal),2017/10/09,18:30:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW MIDDLE SHIFT,,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,4551,Mooresville,Road,,Indianapolis,13952,White,Female,,1257,White,Male,47,19,17-696
6910,23450,Citizen Complaint,,CPCO (Informal),2017/09/20,16:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DETECTIVE SECTION,ND DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, discourteous, or insulting language",Exonerated,Incident Location,6108,Oakland,Avenue,N,Indianapolis,13953,White,Female,63,100,White,Male,50,20,17-697
6911,23450,Citizen Complaint,,CPCO (Informal),2017/09/20,16:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DETECTIVE SECTION,ND DETECTIVE DAY SHIFT,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Exonerated,Incident Location,6108,Oakland,Avenue,N,Indianapolis,13953,White,Female,63,100,White,Male,50,20,17-697
6912,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6913,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6914,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Members shall not leave assigned duty unless relieved or with persmission of supervisor or communications.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6915,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Members shall conform to established work standards to their rank/position.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6916,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Conduct Unbecoming,Members shall not intervene in the case of another without permission,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6917,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6918,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6919,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,17-036
6920,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6921,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6922,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Members shall not leave assigned duty unless relieved or with persmission of supervisor or communications.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6923,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Members shall conform to established work standards to their rank/position.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6924,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Conduct Unbecoming,Members shall not intervene in the case of another without permission,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6925,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6926,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6927,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,IA2018-0025
6928,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6929,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Failure to devote full attention to duties,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6930,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,Members shall not leave assigned duty unless relieved or with persmission of supervisor or communications.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6931,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Members shall conform to established work standards to their rank/position.,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6932,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Conduct Unbecoming,Members shall not intervene in the case of another without permission,Exonerated,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6933,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6934,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6935,23454,Citizen Complaint,,CPCO (Formal),2017/09/26,13:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,,,Sustained,Incident Location,6902,Sweet Creek,Drive,W,New Palestine,13955,White,Female,55,1290,White,Female,52,24,
6936,23467,Citizen Complaint,Traffic Stop,CPCO (Informal),2017/10/05,15:40:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Vehicle Operation,Aggressive or unsafe driving,Exonerated,Incident Location,6400,Interstate 465 North,,E,Indianapolis,13960,Black,Female,,2162,White,Male,46,20,17-698
6937,23467,Citizen Complaint,Traffic Stop,CPCO (Informal),2017/10/05,15:40:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Vehicle Operation,Speeding,Exonerated,Incident Location,6400,Interstate 465 North,,E,Indianapolis,13960,Black,Female,,2162,White,Male,46,20,17-698
6938,23467,Citizen Complaint,Traffic Stop,CPCO (Informal),2017/10/05,15:40:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Vehicle Operation,Misuse of emergency lights or siren,Exonerated,Incident Location,6400,Interstate 465 North,,E,Indianapolis,13960,Black,Female,,2162,White,Male,46,20,17-698
6939,23467,Citizen Complaint,Traffic Stop,CPCO (Informal),2017/10/05,15:40:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Bias-Based Profiling,Race,Unfounded,Incident Location,6400,Interstate 465 North,,E,Indianapolis,13960,Black,Female,,2162,White,Male,46,20,17-698
6940,23467,Citizen Complaint,Traffic Stop,CPCO (Informal),2017/10/05,15:40:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TACTICAL,CANINE SECTION,CANINE UNIT - LATE,Substandard Performance,Failure to perform duties which maintain satisfactory standards of efficiency/objectives of department.,Unfounded,Incident Location,6400,Interstate 465 North,,E,Indianapolis,13960,Black,Female,,2162,White,Male,46,20,17-698
